wavelength_nm,n,k
1060.0000,2.072002,0.000000
1062.5000,2.071864,0.000000
1065.0000,2.071727,0.000000
1067.5000,2.071591,0.000000
1070.0000,2.071456,0.000000
1072.5000,2.071322,0.000000
1075.0000,2.071189,0.000000
1077.5000,2.071057,0.000000
1080.0000,2.070926,0.000000
1082.5000,2.070796,0.000000
1085.0000,2.070666,0.000000
1087.5000,2.070538,0.000000
1090.0000,2.070411,0.000000
1092.5000,2.070284,0.000000
1095.0000,2.070159,0.000000
1097.5000,2.070034,0.000000
1100.0000,2.069911,0.000000
1102.5000,2.069788,0.000000
1105.0000,2.069666,0.000000
1107.5000,2.069545,0.000000
1110.0000,2.069425,0.000000
1112.5000,2.069305,0.000000
1115.0000,2.069187,0.000000
1117.5000,2.069069,0.000000
1120.0000,2.068953,0.000000
1122.5000,2.068837,0.000000
1125.0000,2.068722,0.000000
1127.5000,2.068607,0.000000
1130.0000,2.068494,0.000000
1132.5000,2.068381,0.000000
1135.0000,2.068269,0.000000
1137.5000,2.068158,0.000000
1140.0000,2.068047,0.000000
1142.5000,2.067938,0.000000
1145.0000,2.067829,0.000000
1147.5000,2.067721,0.000000
1150.0000,2.067613,0.000000
1152.5000,2.067507,0.000000
1155.0000,2.067400,0.000000
1157.5000,2.067295,0.000000
1160.0000,2.067191,0.000000
1162.5000,2.067087,0.000000
1165.0000,2.066984,0.000000
1167.5000,2.066881,0.000000
1170.0000,2.066780,0.000000
1172.5000,2.066679,0.000000
1175.0000,2.066578,0.000000
1177.5000,2.066479,0.000000
1180.0000,2.066380,0.000000
1182.5000,2.066281,0.000000
1185.0000,2.066184,0.000000
1187.5000,2.066087,0.000000
1190.0000,2.065990,0.000000
1192.5000,2.065894,0.000000
1195.0000,2.065799,0.000000
1197.5000,2.065705,0.000000
1200.0000,2.065611,0.000000
1202.5000,2.065517,0.000000
1205.0000,2.065425,0.000000
1207.5000,2.065333,0.000000
1210.0000,2.065241,0.000000
1212.5000,2.065150,0.000000
1215.0000,2.065060,0.000000
1217.5000,2.064970,0.000000
1220.0000,2.064881,0.000000
1222.5000,2.064793,0.000000
1225.0000,2.064705,0.000000
1227.5000,2.064617,0.000000
1230.0000,2.064530,0.000000
1232.5000,2.064444,0.000000
1235.0000,2.064358,0.000000
1237.5000,2.064273,0.000000
1240.0000,2.064188,0.000000
1242.5000,2.064104,0.000000
1245.0000,2.064020,0.000000
1247.5000,2.063937,0.000000
1250.0000,2.063855,0.000000
1252.5000,2.063772,0.000000
